demand_id,demand_lat,demand_lon,Demand_received,Demand_reached,Demand_completed,Car_station,Call_type,Car_lat,Car_lon,DriveDistance,DriveTime
445,38.7447329,-9.090729969,10-02-2024 12:49,10-02-2024 13:30,10-02-2024 14:18,304,3,38.7841281,-9.096463494,4424.4701,5.30936412
446,38.7027511,-9.135566316,12-27-2023 17:18,12-27-2023 17:47,12-27-2023 18:11,304,3,38.7420195,-9.134678348,4365.366369,5.238439643
447,38.7252757,-9.174006384,07-11-2024 06:07,07-11-2024 06:50,07-11-2024 07:25,301,2,38.7461227,-9.113701636,7091.382415,8.509658898
448,38.7300415,-9.150331893,05-09-2024 02:34,05-09-2024 03:26,05-09-2024 03:39,302,3,38.7896735,-9.157353952,6673.232708,8.007879249
449,38.7645505,-9.104595341,04-09-2024 07:36,04-09-2024 08:31,04-09-2024 08:46,304,3,38.7629865,-9.145776761,4580.161368,5.496193642
450,38.7412652,-9.147129237,03-25-2024 18:21,03-25-2024 19:05,03-25-2024 19:56,305,3,38.7746192,-9.104927865,5978.250504,7.173900605
451,38.7173703,-9.169317087,03-26-2024 18:45,03-26-2024 19:07,03-26-2024 19:30,305,3,38.7655403,-9.131978728,6773.556852,8.128268223
452,38.7412832,-9.126013667,04-12-2024 05:15,04-12-2024 05:23,04-12-2024 05:54,301,3,38.7206509,-9.16514554,4916.560354,5.899872425
453,38.7762909,-9.127304134,02-26-2024 23:00,02-26-2024 23:07,02-26-2024 23:36,304,1,38.7598007,-9.19626572,7880.395448,9.456474537
454,38.7898243,-9.15062588,06-01-2024 16:12,06-01-2024 16:56,06-01-2024 17:38,301,3,38.7003315,-9.189510378,10844.43623,13.01332347
455,38.7091573,-9.098256864,04-19-2024 15:23,04-19-2024 15:45,04-19-2024 16:22,304,2,38.7717012,-9.158329411,9638.032988,11.56563959
456,38.7114228,-9.11402048,08-01-2024 14:19,08-01-2024 15:01,08-01-2024 15:52,305,3,38.7705958,-9.179954849,9846.178383,11.81541406
457,38.7252076,-9.129466957,06-12-2024 11:48,06-12-2024 12:39,06-12-2024 13:17,304,1,38.7752463,-9.159874084,6507.532364,7.809038837
458,38.7073571,-9.120056511,02-21-2024 23:41,02-21-2024 23:57,02-21-2024 00:07,301,2,38.745966,-9.194892603,9358.859273,11.23063113
459,38.7822039,-9.189292793,06-16-2024 05:19,06-16-2024 06:05,06-16-2024 06:56,302,3,38.7787063,-9.175974696,1530.3518,1.83642216
460,38.7468464,-9.190331835,04-24-2024 03:58,04-24-2024 04:36,04-24-2024 05:28,304,2,38.7101941,-9.143687641,6592.961759,7.911554111
461,38.7311576,-9.176948609,01-16-2024 13:26,01-16-2024 13:43,01-16-2024 14:36,304,3,38.7218966,-9.101037778,8499.205888,10.19904707
462,38.75325,-9.174943356,06-19-2024 10:30,06-19-2024 11:01,06-19-2024 11:51,304,3,38.7385347,-9.092327445,9326.362672,11.19163521
463,38.7344506,-9.132752751,04-12-2024 12:00,04-12-2024 12:25,04-12-2024 13:09,305,3,38.7541462,-9.090927935,5137.9788,6.16557456
464,38.7866905,-9.157200989,12-18-2024 07:04,12-18-2024 07:52,12-18-2024 08:46,300,1,38.7215092,-9.192089314,8216.620664,9.859944796
465,38.7563878,-9.181536871,04-25-2024 21:58,04-25-2024 22:09,04-25-2024 22:33,302,1,38.7778508,-9.128267011,6382.841899,7.659410279
466,38.7388797,-9.172111301,05-28-2024 21:58,05-28-2024 22:46,05-28-2024 22:58,300,1,38.7009742,-9.109983457,8088.518921,9.706222705
467,38.7667701,-9.10231135,10-22-2024 05:24,10-22-2024 05:58,10-22-2024 06:30,304,2,38.7896897,-9.137320926,4650.577526,5.580693031
468,38.7451042,-9.094352685,10-18-2024 06:23,10-18-2024 06:47,10-18-2024 07:13,305,2,38.7399646,-9.1084351,1666.08408,1.999300895
469,38.7594672,-9.097691856,04-06-2024 03:10,04-06-2024 03:15,04-06-2024 03:27,301,3,38.7510641,-9.097665947,933.91657,1.120699884
470,38.7247676,-9.111124196,09-08-2024 22:15,09-08-2024 22:47,09-08-2024 23:13,300,3,38.7638917,-9.187283245,9515.793575,11.41895229
471,38.7370494,-9.156438869,06-17-2024 16:39,06-17-2024 17:11,06-17-2024 17:54,304,3,38.7379962,-9.172776094,1818.749415,2.182499298
472,38.7456038,-9.105146959,07-24-2024 05:15,07-24-2024 06:08,07-24-2024 06:36,301,1,38.720441,-9.159314687,6637.994151,7.965592982
473,38.7648006,-9.189855597,04-27-2024 06:04,04-27-2024 06:46,04-27-2024 07:17,302,3,38.7001128,-9.198540299,7253.840425,8.70460851
474,38.7193553,-9.10292214,08-31-2024 02:20,08-31-2024 02:55,08-31-2024 03:43,305,2,38.7100659,-9.143951688,4675.395634,5.61047476
475,38.7455358,-9.09720365,02-25-2024 02:07,02-25-2024 02:31,02-25-2024 02:50,302,1,38.7789121,-9.097498141,3709.552995,4.451463594
476,38.72712,-9.111335765,03-12-2024 18:58,03-12-2024 19:25,03-12-2024 19:56,305,1,38.7231553,-9.172405045,6801.466908,8.161760289
477,38.7602903,-9.117880667,09-22-2024 17:43,09-22-2024 18:38,09-22-2024 19:02,301,2,38.7131635,-9.162719768,7229.572948,8.675487538
478,38.7595861,-9.098393778,08-19-2024 04:55,08-19-2024 05:46,08-19-2024 05:51,300,3,38.7814578,-9.132148959,4470.197243,5.364236691
479,38.7245878,-9.168162681,01-16-2024 16:21,01-16-2024 16:33,01-16-2024 17:25,301,3,38.7771442,-9.17678534,5919.156538,7.102987845
480,38.7469475,-9.117971269,09-07-2024 12:09,09-07-2024 12:37,09-07-2024 12:51,305,3,38.7351529,-9.131127412,1963.724825,2.35646979
481,38.7451733,-9.181344403,12-13-2024 23:04,12-13-2024 23:40,12-13-2024 00:28,305,3,38.7653355,-9.163086166,3023.057467,3.62766896
482,38.7199928,-9.179991644,08-05-2024 07:11,08-05-2024 07:50,08-05-2024 08:19,301,2,38.7270529,-9.177090985,848.2959262,1.017955111
483,38.7119206,-9.171678675,07-07-2024 00:52,07-07-2024 01:31,07-07-2024 02:08,302,2,38.7162909,-9.138091171,3764.348555,4.517218266
484,38.7612381,-9.133122479,01-11-2024 04:23,01-11-2024 05:14,01-11-2024 05:43,300,1,38.7545629,-9.139788952,1048.484156,1.258180987
485,38.7640484,-9.196531146,10-19-2024 20:54,10-19-2024 21:04,10-19-2024 21:25,304,3,38.7375137,-9.116120951,9410.717229,11.29286068
486,38.7053764,-9.132673855,04-25-2024 14:11,04-25-2024 14:18,04-25-2024 14:31,300,3,38.7881364,-9.159589713,9672.08244,11.60649893
487,38.7355617,-9.170473843,08-13-2024 04:53,08-13-2024 05:27,08-13-2024 06:02,304,2,38.7683373,-9.117877519,6887.58185,8.265098221
488,38.7588132,-9.164423546,03-13-2024 22:56,03-13-2024 23:11,03-13-2024 23:18,300,3,38.7497426,-9.17448062,1505.18696,1.806224352
489,38.7128341,-9.139214797,06-24-2024 04:19,06-24-2024 04:56,06-24-2024 05:22,300,3,38.7414145,-9.097121531,5654.651738,6.785582085
490,38.7885233,-9.105256752,12-29-2023 23:01,12-29-2023 23:23,12-29-2023 00:02,305,2,38.7407547,-9.184666424,10299.25488,12.35910586
491,38.7518113,-9.091062988,06-15-2024 00:07,06-15-2024 01:02,06-15-2024 01:44,300,3,38.7688761,-9.1920599,11383.79348,13.66055217
492,38.7793813,-9.179932391,10-16-2024 11:54,10-16-2024 12:05,10-16-2024 12:34,301,1,38.7688635,-9.184522765,1275.416997,1.530500396
493,38.7779514,-9.181250238,08-29-2024 06:14,08-29-2024 06:19,08-29-2024 07:08,300,1,38.7735139,-9.136983702,4944.396139,5.933275367
494,38.7035598,-9.164624419,05-07-2024 20:25,05-07-2024 20:30,05-07-2024 21:06,305,1,38.786362,-9.156989566,9241.59065,11.08990878
495,38.7344222,-9.163976842,05-31-2024 21:45,05-31-2024 22:10,05-31-2024 23:03,300,3,38.7686783,-9.174628802,3987.001668,4.784402002
496,38.7072094,-9.19486154,04-27-2024 02:47,04-27-2024 03:36,04-27-2024 03:45,300,3,38.7808017,-9.188157533,8212.84148,9.855409777
497,38.770097,-9.187261003,06-19-2024 06:31,06-19-2024 07:01,06-19-2024 07:23,305,3,38.7746502,-9.138650839,5426.132961,6.511359553
498,38.7117339,-9.159593035,11-27-2024 20:53,11-27-2024 21:13,11-27-2024 21:41,304,3,38.7799362,-9.153169085,7613.484586,9.136181503
499,38.752398,-9.138320129,12-07-2024 07:29,12-07-2024 07:39,12-07-2024 08:22,301,3,38.7778722,-9.134877848,2856.908282,3.428289938
500,38.7063551,-9.182380436,12-06-2024 04:05,12-06-2024 04:58,12-06-2024 05:34,300,3,38.7767823,-9.179115703,7835.613979,9.402736775
501,38.7568386,-9.126972206,07-16-2024 13:07,07-16-2024 13:45,07-16-2024 14:36,300,3,38.7307199,-9.119594582,3016.386631,3.619663958
502,38.7756074,-9.155496967,11-13-2024 13:22,11-13-2024 13:35,11-13-2024 14:24,305,1,38.7155345,-9.150643348,6698.198192,8.037837831
503,38.753688,-9.197874341,05-24-2024 16:01,05-24-2024 16:12,05-24-2024 16:59,300,3,38.718714,-9.122057374,9279.536254,11.1354435
504,38.7173096,-9.130339106,09-07-2024 22:46,09-07-2024 23:08,09-07-2024 23:50,305,1,38.7814029,-9.128946248,7124.947115,8.549936538
505,38.7369702,-9.142063136,08-28-2024 20:38,08-28-2024 21:33,08-28-2024 22:25,305,3,38.7527054,-9.180113458,4576.20622,5.491447464
506,38.7204952,-9.098601852,12-10-2024 08:58,12-10-2024 09:09,12-10-2024 09:56,300,3,38.7885324,-9.105198346,7597.043157,9.116451789
507,38.7890534,-9.106247071,07-22-2024 20:14,07-22-2024 20:23,07-22-2024 21:14,300,3,38.7855092,-9.195065499,9879.04719,11.85485663
508,38.7711604,-9.117927219,07-23-2024 04:47,07-23-2024 05:37,07-23-2024 06:13,300,1,38.7805575,-9.107811049,1534.532938,1.841439526
509,38.7880088,-9.136219877,04-08-2024 15:30,04-08-2024 16:10,04-08-2024 16:52,305,2,38.713962,-9.092874615,9535.791179,11.44294941
510,38.717027,-9.15733319,10-14-2024 04:30,10-14-2024 05:02,10-14-2024 05:07,304,3,38.7085498,-9.100715584,6362.565771,7.635078925
511,38.7161266,-9.098285663,04-09-2024 04:07,04-09-2024 04:36,04-09-2024 04:50,300,2,38.7561768,-9.180789216,10192.63687,12.23116424
512,38.7855234,-9.166198625,06-23-2024 13:48,06-23-2024 14:34,06-23-2024 14:57,301,2,38.7620078,-9.169026848,2632.334403,3.158801284
513,38.7392819,-9.113120132,10-17-2024 11:11,10-17-2024 11:16,10-17-2024 11:31,305,3,38.7090402,-9.181993688,8359.933746,10.0319205
514,38.7629035,-9.153882727,07-07-2024 21:02,07-07-2024 21:34,07-07-2024 22:29,304,3,38.7595845,-9.158302699,614.3073231,0.737168788
515,38.7584169,-9.1212701,03-12-2024 22:02,03-12-2024 22:48,03-12-2024 23:12,305,3,38.7557114,-9.102542047,2103.02389,2.523628668
516,38.7553278,-9.123987505,11-10-2024 00:07,11-10-2024 00:47,11-10-2024 00:54,300,1,38.7653073,-9.169901087,5221.933574,6.266320289
517,38.744932,-9.161787626,10-15-2024 01:58,10-15-2024 02:05,10-15-2024 02:22,302,1,38.7068266,-9.178865505,4640.869032,5.569042839
518,38.7861329,-9.1381408,07-25-2024 22:23,07-25-2024 22:58,07-25-2024 23:14,301,2,38.7292463,-9.099932434,7616.034224,9.139241069
519,38.7602458,-9.197840663,09-09-2024 06:22,09-09-2024 06:46,09-09-2024 06:55,304,3,38.7599504,-9.172606761,2804.662792,3.365595351
520,38.7001645,-9.192680128,04-29-2024 21:36,04-29-2024 22:30,04-29-2024 23:05,301,3,38.7173399,-9.182004989,2247.517912,2.697021495
521,38.7755399,-9.15704298,05-19-2024 17:36,05-19-2024 18:13,05-19-2024 18:34,304,3,38.7062342,-9.100904938,9912.427418,11.8949129
522,38.7617812,-9.112484343,05-23-2024 05:44,05-23-2024 05:54,05-23-2024 06:27,304,1,38.7790327,-9.115633594,1948.99922,2.338799063
523,38.7272305,-9.149017135,10-31-2024 04:07,10-31-2024 04:58,10-31-2024 05:09,305,3,38.7436832,-9.176520161,3561.840711,4.274208853
524,38.7567401,-9.136576317,11-18-2024 04:51,11-18-2024 05:16,11-18-2024 05:40,300,3,38.7214085,-9.099244777,5712.550911,6.855061093
525,38.788138,-9.09536436,09-15-2024 18:23,09-15-2024 18:41,09-15-2024 19:08,302,3,38.7513232,-9.108531496,4345.382784,5.214459341
526,38.7119913,-9.19129448,03-10-2024 20:37,03-10-2024 20:59,03-10-2024 21:10,301,2,38.749042,-9.133357141,7643.171828,9.171806193
527,38.7695869,-9.146124901,08-14-2024 18:51,08-14-2024 19:08,08-14-2024 19:28,301,1,38.7239154,-9.106548732,6716.473831,8.059768598
528,38.772769,-9.188244538,05-05-2024 04:46,05-05-2024 05:32,05-05-2024 06:12,304,3,38.7120158,-9.097694252,12118.89418,14.54267302
529,38.7055872,-9.100835463,08-28-2024 21:01,08-28-2024 21:34,08-28-2024 22:19,300,1,38.7044567,-9.157865976,6339.559352,7.607471222
530,38.7358372,-9.109863058,02-18-2024 13:27,02-18-2024 14:12,02-18-2024 14:29,301,3,38.7503714,-9.171851417,7076.159665,8.491391598
531,38.7801975,-9.170749665,07-09-2024 02:49,07-09-2024 03:01,07-09-2024 03:40,302,3,38.7513304,-9.11343123,7132.589358,8.559107229
532,38.7049458,-9.191238668,11-07-2024 22:13,11-07-2024 22:42,11-07-2024 22:59,305,2,38.7068223,-9.196240281,593.7089158,0.712450699
533,38.7420102,-9.194831129,04-21-2024 20:55,04-21-2024 21:38,04-21-2024 22:18,305,2,38.7340563,-9.122915295,8041.389906,9.649667887
534,38.785902,-9.113195137,09-13-2024 23:38,09-14-2024 00:23,09-14-2024 01:14,301,3,38.7490058,-9.169993703,7527.488589,9.032986307
535,38.7401195,-9.09998745,01-24-2024 04:08,01-24-2024 04:13,01-24-2024 04:56,304,2,38.7835003,-9.193328729,11439.48505,13.72738206
536,38.7453382,-9.142870928,04-03-2024 21:11,04-03-2024 21:38,04-03-2024 22:33,302,2,38.7740702,-9.159966279,3715.732394,4.458878873
537,38.7095087,-9.098478293,03-23-2024 06:27,03-23-2024 07:04,03-23-2024 07:42,302,3,38.78262,-9.19236439,13225.0093,15.87001115
538,38.7301946,-9.175137325,06-07-2024 21:32,06-07-2024 21:53,06-07-2024 22:22,304,3,38.7750331,-9.124921365,7482.002387,8.978402865
539,38.7703968,-9.162563372,08-09-2024 16:45,08-09-2024 17:03,08-09-2024 17:15,301,2,38.7252677,-9.168126766,5053.571135,6.064285362
540,38.7250827,-9.136554524,09-09-2024 11:30,09-09-2024 12:21,09-09-2024 12:38,304,2,38.7029019,-9.193182224,6759.119371,8.110943245
541,38.7358932,-9.119613173,10-21-2024 18:49,10-21-2024 19:34,10-21-2024 20:14,302,3,38.7814696,-9.133622033,5299.193759,6.35903251
542,38.7123129,-9.106273841,09-12-2024 20:55,09-12-2024 21:25,09-12-2024 22:16,301,3,38.7272331,-9.121363449,2358.422576,2.830107092
543,38.7715203,-9.199250971,04-19-2024 13:37,04-19-2024 14:14,04-19-2024 14:35,304,3,38.7688515,-9.14342909,6211.074277,7.453289132
544,38.7532157,-9.145153399,04-04-2024 13:58,04-04-2024 14:36,04-04-2024 14:57,301,2,38.7859898,-9.143980002,3644.814462,4.373777354
545,38.7543821,-9.122913149,07-23-2024 12:18,07-23-2024 12:23,07-23-2024 13:06,301,2,38.7563301,-9.123168476,218.3505446,0.262020654
546,38.7399036,-9.160519793,01-10-2024 02:19,01-10-2024 02:35,01-10-2024 03:02,304,3,38.7383992,-9.113482137,5230.391096,6.276469316
547,38.7087229,-9.167480027,10-31-2024 14:48,10-31-2024 15:08,10-31-2024 15:39,300,3,38.708774,-9.136984789,3389.215014,4.067058017
548,38.7422148,-9.127519445,02-01-2024 13:23,02-01-2024 13:46,02-01-2024 13:59,305,3,38.7430888,-9.150824184,2591.886189,3.110263426
549,38.7128372,-9.165776353,07-20-2024 21:10,07-20-2024 21:58,07-20-2024 22:30,302,2,38.7803769,-9.152597778,7647.853993,9.177424792
550,38.764441,-9.135844987,04-03-2024 13:56,04-03-2024 14:14,04-03-2024 14:31,305,3,38.7027559,-9.14411687,6916.986016,8.300383219
551,38.7066087,-9.109959542,07-16-2024 02:31,07-16-2024 03:07,07-16-2024 03:18,301,3,38.7607677,-9.1470267,7293.946378,8.752735653
552,38.7775211,-9.173519958,07-03-2024 16:51,07-03-2024 17:11,07-03-2024 17:18,301,3,38.7133842,-9.108214503,10172.91906,12.20750287
553,38.7104677,-9.132078895,11-24-2024 21:30,11-24-2024 21:41,11-24-2024 22:19,304,3,38.7833823,-9.1445179,8220.731591,9.86487791
554,38.7191232,-9.198549611,04-29-2024 09:39,04-29-2024 10:14,04-29-2024 10:52,300,2,38.7850334,-9.158040977,8598.096826,10.31771619
555,38.7172246,-9.162182604,08-07-2024 16:06,08-07-2024 16:57,08-07-2024 17:16,302,2,38.7282683,-9.162156267,1227.389265,1.472867117
556,38.7107527,-9.120770757,03-18-2024 18:16,03-18-2024 18:46,03-18-2024 19:37,305,3,38.7200695,-9.168659151,5422.058289,6.506469946
557,38.7203718,-9.118396584,09-03-2024 02:25,09-03-2024 02:44,09-03-2024 03:15,304,3,38.7032064,-9.184969153,7640.802532,9.168963039
558,38.730261,-9.141162102,01-30-2024 02:36,01-30-2024 03:30,01-30-2024 03:37,305,3,38.761637,-9.125778814,3883.666325,4.66039959
559,38.783024,-9.105579256,11-13-2024 17:05,11-13-2024 17:12,11-13-2024 17:39,301,1,38.7400792,-9.154382251,7224.879751,8.669855701
560,38.7272333,-9.142516527,04-09-2024 10:05,04-09-2024 10:29,04-09-2024 11:18,304,1,38.7658097,-9.182401924,6166.946314,7.400335577
561,38.7022524,-9.090843751,03-10-2024 05:56,03-10-2024 06:11,03-10-2024 06:36,300,2,38.7133224,-9.194382101,11572.73219,13.88727863
562,38.7442798,-9.141499248,07-04-2024 19:22,07-04-2024 19:55,07-04-2024 20:10,301,3,38.7011331,-9.169395227,5710.234177,6.852281012
563,38.7735954,-9.185064443,03-05-2024 11:06,03-05-2024 11:50,03-05-2024 12:01,300,3,38.7772469,-9.174791378,1211.717466,1.454060959
564,38.7751931,-9.18482389,09-08-2024 01:11,09-08-2024 01:24,09-08-2024 01:35,305,1,38.706891,-9.120136772,10455.10281,12.54612337
565,38.7104581,-9.14274839,04-19-2024 11:00,04-19-2024 11:13,04-19-2024 11:41,304,1,38.7169685,-9.180849161,4295.855264,5.155026317
566,38.727609,-9.187123361,02-08-2024 22:46,02-08-2024 23:40,02-08-2024 00:14,300,1,38.7281293,-9.161089245,2893.983392,3.47278007
567,38.7602573,-9.102694953,08-04-2024 01:43,08-04-2024 02:02,08-04-2024 02:09,301,1,38.7857619,-9.13835447,4872.511434,5.847013721
568,38.7832439,-9.104992029,02-12-2024 12:51,02-12-2024 13:00,02-12-2024 13:33,300,1,38.7613273,-9.096488594,2612.702176,3.135242611
569,38.7248584,-9.131282939,10-22-2024 02:32,10-22-2024 02:44,10-22-2024 02:58,304,3,38.7777839,-9.147606819,6155.513162,7.386615795
570,38.7728421,-9.133842087,06-27-2024 15:26,06-27-2024 16:19,06-27-2024 17:14,300,2,38.7083844,-9.164942982,7954.059726,9.544871671
571,38.7003655,-9.10078444,06-30-2024 14:19,06-30-2024 15:03,06-30-2024 15:34,305,1,38.7035489,-9.155115557,6048.662155,7.258394586
572,38.7352882,-9.128387115,06-27-2024 13:40,06-27-2024 14:01,06-27-2024 14:16,304,3,38.7072022,-9.157405928,4488.302665,5.385963198
573,38.7161982,-9.100548206,09-25-2024 10:18,09-25-2024 11:03,09-25-2024 11:24,304,3,38.7801229,-9.115073688,7285.631421,8.742757705
574,38.7171938,-9.178041999,02-01-2024 21:47,02-01-2024 22:37,02-01-2024 23:02,305,1,38.7655138,-9.17175263,5415.536235,6.498643482
575,38.7075296,-9.140903783,05-17-2024 03:57,05-17-2024 04:02,05-17-2024 04:48,301,3,38.7136144,-9.090429975,5650.22422,6.780269063
576,38.7720324,-9.151867998,09-10-2024 23:33,09-11-2024 00:26,09-11-2024 01:10,302,3,38.7217765,-9.172187114,6024.637977,7.229565572
577,38.7743674,-9.146976819,11-03-2024 11:50,11-03-2024 12:32,11-03-2024 13:18,305,2,38.7080951,-9.092999254,9499.358744,11.39923049
578,38.7221564,-9.09472257,01-22-2024 01:21,01-22-2024 01:59,01-22-2024 02:24,304,1,38.7098965,-9.155631643,6905.140683,8.286168819
579,38.7291619,-9.130475827,02-21-2024 11:08,02-21-2024 11:58,02-21-2024 12:27,302,3,38.7837776,-9.118337125,6218.048542,7.461658251
580,38.7686311,-9.151525401,11-21-2024 12:37,11-21-2024 13:22,11-21-2024 13:37,300,1,38.7398675,-9.110692893,5550.987967,6.66118556
581,38.7866294,-9.113885893,05-12-2024 09:11,05-12-2024 09:33,05-12-2024 09:41,300,1,38.7897381,-9.186247373,8049.600519,9.659520623
582,38.7061705,-9.166938423,03-03-2024 09:04,03-03-2024 09:18,03-03-2024 10:02,305,3,38.7056474,-9.117821445,5459.12139,6.550945668
583,38.7074117,-9.150725626,02-16-2024 03:23,02-16-2024 03:42,02-16-2024 03:49,305,3,38.735049,-9.145725933,3121.437856,3.745725427
584,38.7589572,-9.187035662,03-22-2024 02:58,03-22-2024 03:26,03-22-2024 03:59,304,3,38.7114276,-9.160454381,6052.360327,7.262832392
585,38.7025588,-9.116808291,06-18-2024 21:30,06-18-2024 21:50,06-18-2024 22:35,301,3,38.7851173,-9.101417931,9333.538382,11.20024606
586,38.7171919,-9.169860554,08-20-2024 22:11,08-20-2024 23:03,08-20-2024 23:09,305,1,38.7311136,-9.178109373,1798.449999,2.158139999
587,38.7860407,-9.194558478,08-21-2024 21:56,08-21-2024 22:03,08-21-2024 22:32,302,2,38.7525866,-9.118114088,9273.896324,11.12867559
588,38.7355136,-9.141008411,12-04-2024 13:16,12-04-2024 13:52,12-04-2024 14:24,305,3,38.7669874,-9.194987632,6944.503661,8.333404393
589,38.7731786,-9.173800577,10-01-2024 13:02,10-01-2024 13:08,10-01-2024 13:21,305,3,38.7577593,-9.161778149,2173.026344,2.607631613
590,38.721082,-9.193743002,08-15-2024 22:42,08-15-2024 23:19,08-15-2024 23:27,301,3,38.7522342,-9.16694134,4567.243177,5.480691812
591,38.7671157,-9.165147697,01-16-2024 09:26,01-16-2024 09:46,01-16-2024 10:19,304,1,38.7435152,-9.093151175,8420.554558,10.10466547
592,38.7686033,-9.130356928,06-16-2024 02:08,06-16-2024 02:13,06-16-2024 02:20,301,3,38.7394851,-9.162344838,4807.447111,5.768936533
593,38.7242392,-9.134990339,12-21-2024 05:02,12-21-2024 05:27,12-21-2024 06:04,304,1,38.7012378,-9.115420817,3356.380491,4.027656589
594,38.7203349,-9.178603103,02-22-2024 20:12,02-22-2024 20:19,02-22-2024 20:39,302,2,38.7865655,-9.095196543,11836.77133,14.2041256
595,38.7741948,-9.18289588,01-02-2024 00:12,01-02-2024 00:32,01-02-2024 00:37,301,2,38.7538692,-9.189819383,2386.423515,2.863708218
596,38.7075449,-9.133580576,01-23-2024 15:17,01-23-2024 15:23,01-23-2024 15:55,305,3,38.7690923,-9.112144257,7243.3288,8.69199456
597,38.7085036,-9.146837049,12-12-2024 05:27,12-12-2024 05:33,12-12-2024 06:03,302,3,38.737628,-9.120458477,4367.154272,5.240585127
598,38.7778914,-9.178949708,10-21-2024 17:40,10-21-2024 17:52,10-21-2024 18:24,304,2,38.7379103,-9.101040839,9732.299657,11.67875959
599,38.7391468,-9.19166093,02-25-2024 21:55,02-25-2024 22:39,02-25-2024 22:52,304,1,38.7156342,-9.152748137,5052.912137,6.063494564
600,38.7313164,-9.166549227,10-04-2024 21:34,10-04-2024 22:16,10-04-2024 22:39,304,2,38.7462117,-9.109060811,6600.185749,7.920222899
601,38.7437182,-9.155702131,07-19-2024 13:45,07-19-2024 14:37,07-19-2024 15:18,300,3,38.7331644,-9.199156801,4969.903258,5.96388391
602,38.7411021,-9.100670097,02-03-2024 17:44,02-03-2024 18:37,02-03-2024 18:44,300,3,38.7608822,-9.127526085,3706.942087,4.448330505
603,38.7077054,-9.155500899,06-26-2024 18:21,06-26-2024 19:06,06-26-2024 20:00,300,3,38.7881295,-9.092046545,11385.37062,13.66244474
604,38.7649067,-9.101800742,05-23-2024 03:50,05-23-2024 04:37,05-23-2024 04:52,302,3,38.7639417,-9.150797958,5446.557622,6.535869147
605,38.7254205,-9.162977317,10-05-2024 01:03,10-05-2024 01:34,10-05-2024 02:15,304,3,38.7295624,-9.196366511,3739.284185,4.487141022
606,38.7685853,-9.150553397,11-09-2024 01:03,11-09-2024 01:37,11-09-2024 02:28,300,3,38.7672453,-9.151107933,161.1749325,0.193409919
607,38.7768067,-9.155887845,02-28-2024 23:33,02-29-2024 00:07,02-29-2024 00:27,300,3,38.7285518,-9.120976994,6619.354208,7.94322505
608,38.726041,-9.17305441,12-10-2024 08:16,12-10-2024 08:58,12-10-2024 09:19,300,3,38.714099,-9.145487515,3338.880936,4.006657124
609,38.7337412,-9.192918893,12-27-2023 05:09,12-27-2023 06:04,12-27-2023 06:39,304,2,38.7401006,-9.120300775,8101.593281,9.721911937
610,38.7722463,-9.167511963,02-22-2024 00:39,02-22-2024 01:31,02-22-2024 02:24,302,3,38.710627,-9.179692251,6980.818814,8.376982577
611,38.7787709,-9.112202525,07-01-2024 01:17,07-01-2024 01:45,07-01-2024 01:57,300,3,38.7768079,-9.178947923,7421.224253,8.905469104
612,38.7841428,-9.111947504,09-20-2024 06:52,09-20-2024 07:27,09-20-2024 07:33,300,2,38.7033831,-9.134858157,9329.738207,11.19568585
613,38.7870956,-9.100310049,11-22-2024 17:41,11-22-2024 18:05,11-22-2024 18:15,300,3,38.7312671,-9.152913356,8525.114259,10.23013711
614,38.7581805,-9.161474252,07-17-2024 06:49,07-17-2024 07:18,07-17-2024 07:47,305,3,38.7705926,-9.198035612,4291.16483,5.149397796
615,38.7247408,-9.197195101,08-22-2024 06:40,08-22-2024 07:25,08-22-2024 08:15,305,2,38.7406239,-9.138092935,6801.614993,8.161937992
616,38.7160219,-9.111327299,08-16-2024 01:29,08-16-2024 01:56,08-16-2024 02:27,301,1,38.7309164,-9.135573174,3162.502349,3.795002818
617,38.7107521,-9.1396183,01-31-2024 19:34,01-31-2024 19:58,01-31-2024 20:18,305,1,38.7036004,-9.156457538,2033.287168,2.439944601
618,38.7467523,-9.19067011,03-16-2024 11:04,03-16-2024 11:45,03-16-2024 11:53,301,2,38.7697516,-9.145060038,5677.067225,6.81248067
619,38.7550525,-9.09704494,08-26-2024 10:58,08-26-2024 11:38,08-26-2024 12:11,302,3,38.7435146,-9.09151252,1422.105076,1.706526091
620,38.7276189,-9.182175006,06-10-2024 23:05,06-10-2024 23:52,06-10-2024 00:04,301,1,38.7606177,-9.13540077,6361.919007,7.634302809
621,38.7770226,-9.193935403,08-07-2024 14:58,08-07-2024 15:53,08-07-2024 16:18,300,3,38.7584183,-9.119682752,8507.453548,10.20894426
622,38.7439227,-9.128148222,04-05-2024 03:15,04-05-2024 03:23,04-05-2024 03:33,305,2,38.7601513,-9.146313331,2707.184169,3.248621003
623,38.781651,-9.189203134,11-01-2024 11:34,11-01-2024 12:25,11-01-2024 12:39,305,1,38.7584065,-9.107052251,9488.611714,11.38633406
624,38.7396496,-9.145604022,08-05-2024 03:11,08-05-2024 03:46,08-05-2024 03:59,301,3,38.7816287,-9.092346507,7536.672917,9.044007501
625,38.7783327,-9.179080632,07-01-2024 14:24,07-01-2024 14:56,07-01-2024 15:18,304,3,38.766123,-9.125630763,6093.382825,7.31205939
